86	5	12	3	2	4	1	-400	1	1	3	1	1	484	1	
86	5	13	3	2	4	1	-400	1	3	2	0	3	434	1	
86	5	14	3	2	4	1	-400	1	2	2	1	2	564	1	
86	5	15	3	2	4	1	-400	1	2	2	1	2	507	1	
86	5	16	3	2	4	1	-400	1	4	1	1	4	560	1	
86	5	17	3	2	4	1	-400	1	4	1	1	4	520	1	
86	5	18	3	2	4	1	-400	1	1	3	1	2	461	0	
86	5	19	3	2	4	1	-400	1	4	3	0	4	515	1	
86	5	20	3	2	4	1	-400	1	1	3	1	1	437	1	
86	6	1	3	2	4	1	-400	1	4	1	1	4	478	1	
86	6	2	3	2	4	1	-400	1	2	2	1	3	472	0	
86	6	3	3	2	4	1	-400	1	2	2	1	2	387	1	
86	6	4	3	2	4	1	-400	1	2	2	1	2	398	1	
86	6	5	3	2	4	1	-400	1	4	1	1	4	344	1	
86	6	6	3	2	4	1	-400	1	3	4	1	3	465	1	
86	6	7	3	2	4	1	-400	1	1	1	0	1	430	1	
86	6	8	3	2	4	1	-400	1	3	4	1	3	459	1	
86	6	9	3	2	4	1	-400	1	1	3	1	2	425	0	
86	6	10	3	2	4	1	-400	1	1	3	1	1	520	1	
86	6	11	3	2	4	1	-400	1	3	4	1	3	440	1	
86	6	12	3	2	4	1	-400	1	4	1	1	4	348	1	
86	6	13	3	2	4	1	-400	1	3	4	1	3	471	1	
86	6	14	3	2	4	1	-400	1	3	4	1	3	430	1	
86	6	15	3	2	4	1	-400	1	2	2	1	2	427	1	
86	6	16	3	2	4	1	-400	1	1	3	1	1	399	1	
86	6	17	3	2	4	1	-400	1	1	3	1	1	438	1	
86	6	18	3	2	4	1	-400	1	3	4	1	3	439	1	
86	6	19	3	2	4	1	-400	1	1	3	1	1	574	1	
86	6	20	3	2	4	1	-400	1	2	2	1	3	534	0	
86	7	1	3	2	4	1	-400	1	1	3	1	1	412	1	
86	7	2	3	2	4	1	-400	1	3	4	1	3	429	1	
86	7	3	3	2	4	1	-400	1	2	2	1	2	558	1	
86	7	4	3	2	4	1	-400	1	3	4	1	3	433	1	
86	7	5	3	2	4	1	-400	1	1	4	0	1	540	1	
86	7	6	3	2	4	1	-400	1	1	3	1	1	422	1	
86	7	7	3	2	4	1	-400	1	4	4	0	4	525	1	
86	7	8	3	2	4	1	-400	1	1	3	1	1	448	1	
86	7	9	3	2	4	1	-400	1	3	4	1	3	390	1	
86	7	10	3	2	4	1	-400	1	3	4	1	3	446	1	
86	7	11	3	2	4	1	-400	1	4	1	1	4	445	1	
86	7	12	3	2	4	1	-400	1	2	4	0	3	588	0	
86	7	13	3	2	4	1	-400	1	3	4	1	3	479	1	
86	7	14	3	2	4	1	-400	1	2	2	1	2	424	1	
86	7	15	3	2	4	1	-400	1	4	1	1	4	505	1	
86	7	16	3	2	4	1	-400	1	2	2	1	2	583	1	
86	7	17	3	2	4	1	-400	1	2	2	1	2	502	1	
86	7	18	3	2	4	1	-400	1	4	1	1	4	510	1	
86	7	19	3	2	4	1	-400	1	3	4	1	3	385	1	
86	7	20	3	2	4	1	-400	1	3	4	1	3	390	1	
86	8	1	3	2	4	1	-400	1	2	1	0	3	471	0	
86	8	2	3	2	4	1	-400	1	1	3	1	1	367	1	
86	8	3	3	2	4	1	-400	1	2	2	1	2	385	1	
86	8	4	3	2	4	1	-400	1	2	2	1	2	442	1	
86	8	5	3	2	4	1	-400	1	1	3	1	1	488	1	
86	8	6	3	2	4	1	-400	1	1	3	1	1	345	1	
86	8	7	3	2	4	1	-400	1	4	1	1	4	504	1	
86	8	8	3	2	4	1	-400	1	2	2	1	2	444	1	
86	8	9	3	2	4	1	-400	1	4	1	1	4	357	1	
86	8	10	3	2	4	1	-400	1	4	1	1	4	469	1	
86	8	11	3	2	4	1	-400	1	1	3	1	2	424	0	
86	8	12	3	2	4	1	-400	1	3	4	1	3	449	1	
86	8	13	3	2	4	1	-400	1	2	2	1	2	431	1	
86	8	14	3	2	4	1	-400	1	1	3	1	1	496	1	
86	8	15	3	2	4	1	-400	1	1	3	1	1	392	1	
86	8	16	3	2	4	1	-400	1	3	4	1	3	423	1	
86	8	17	3	2	4	1	-400	1	4	1	1	4	311	1	
86	8	18	3	2	4	1	-400	1	3	1	0	3	511	1	
86	8	19	3	2	4	1	-400	1	3	4	1	3	448	1	
86	8	20	3	2	4	1	-400	1	3	4	1	3	359	1	
86	9	1	3	2	4	1	-400	1	1	3	1	1	431	1	
86	9	2	3	2	4	1	-400	1	2	2	1	2	467	1	
86	9	3	3	2	4	1	-400	1	3	4	1	3	329	1	
86	9	4	3	2	4	1	-400	1	4	1	1	4	309	1	
86	9	5	3	2	4	1	-400	1	4	1	1	4	463	1	
86	9	6	3	2	4	1	-400	1	3	2	0	3	294	1	
86	9	7	3	2	4	1	-400	1	1	3	1	1	476	1	
86	9	8	3	2	4	1	-400	1	2	2	1	2	460	1	
86	9	9	3	2	4	1	-400	1	4	1	1	4	389	1	
86	9	10	3	2	4	1	-400	1	4	3	0	4	492	1	
86	9	11	3	2	4	1	-400	1	1	3	1	1	476	1	
86	9	12	3	2	4	1	-400	1	1	3	1	1	573	1	
86	9	13	3	2	4	1	-400	1	3	4	1	3	489	1	
86	9	14	3	2	4	1	-400	1	2	2	1	3	542	0	
86	9	15	3	2	4	1	-400	1	2	2	1	2	402	1	
86	9	16	3	2	4	1	-400	1	2	2	1	2	365	1	
86	9	17	3	2	4	1	-400	1	3	4	1	3	424	1	
86	9	18	3	2	4	1	-400	1	4	1	1	3	411	0	
86	9	19	3	2	4	1	-400	1	4	1	1	4	427	1	
86	9	20	3	2	4	1	-400	1	1	3	1	2	473	0	
86	10	1	3	2	4	1	-400	1	4	1	1	4	496	1	
86	10	2	3	2	4	1	-400	1	3	4	1	3	401	1	
86	10	3	3	2	4	1	-400	1	4	1	1	4	612	1	
86	10	4	3	2	4	1	-400	1	4	1	1	4	410	1	
86	10	5	3	2	4	1	-400	1	3	4	1	3	457	1	
86	10	6	3	2	4	1	-400	1	1	3	1	1	482	1	
86	10	7	3	2	4	1	-400	1	1	3	1	2	391	0	
86	10	8	3	2	4	1	-400	1	1	3	1	1	384	1	
86	10	9	3	2	4	1	-400	1	3	3	0	4	450	0	
86	10	10	3	2	4	1	-400	1	4	1	1	4	332	1	
86	10	11	3	2	4	1	-400	1	2	2	1	2	499	1	
86	10	12	3	2	4	1	-400	1	3	1	0	3	418	1	
86	10	13	3	2	4	1	-400	1	1	3	1	1	408	1	
86	10	14	3	2	4	1	-400	1	1	3	1	1	437	1	
86	10	15	3	2	4	1	-400	1	1	3	1	1	348	1	
86	10	16	3	2	4	1	-400	1	1	3	1	1	316	1	
86	10	17	3	2	4	1	-400	1	1	3	1	1	306	1	
86	10	18	3	2	4	1	-400	1	3	4	1	3	478	1	
86	10	19	3	2	4	1	-400	1	2	2	1	2	429	1	
86	10	20	3	2	4	1	-400	1	3	4	1	3	490	1	
86	11	1	3	2	4	1	-400	1	2	2	1	2	518	1	
86	11	2	3	2	4	1	-400	1	4	1	1	4	336	1	
86	11	3	3	2	4	1	-400	1	4	1	1	4	286	1	
86	11	4	3	2	4	1	-400	1	1	4	0	2	396	0	
86	11	5	3	2	4	1	-400	1	1	3	1	1	424	1	
86	11	6	3	2	4	1	-400	1	3	4	1	3	409	1	
86	11	7	3	2	4	1	-400	1	1	3	1	1	537	1	
86	11	8	3	2	4	1	-400	1	3	4	1	3	435	1	
86	11	9	3	2	4	1	-400	1	4	4	0	4	448	1	
86	11	10	3	2	4	1	-400	1	1	3	1	1	311	1	
86	11	11	3	2	4	1	-400	1	4	1	1	3	378	0	
86	11	12	3	2	4	1	-400	1	2	2	1	1	441	0	
86	11	13	3	2	4	1	-400	1	3	4	1	3	469	1	
86	11	14	3	2	4	1	-400	1	4	1	1	4	361	1	
86	11	15	3	2	4	1	-400	1	3	4	1	3	437	1	
86	11	16	3	2	4	1	-400	1	4	1	1	4	475	1	
86	11	17	3	2	4	1	-400	1	3	4	1	3	362	1	
86	11	18	3	2	4	1	-400	1	2	2	1	2	412	1	
86	11	19	3	2	4	1	-400	1	1	3	1	1	309	1	
86	11	20	3	2	4	1	-400	1	4	1	1	4	343	1	
86	12	1	3	2	4	1	-400	1	1	3	1	1	386	1	
86	12	2	3	2	4	1	-400	1	3	4	1	3	382	1	
86	12	3	3	2	4	1	-400	1	3	4	1	3	372	1	
86	12	4	3	2	4	1	-400	1	3	4	1	3	420	1	
86	12	5	3	2	4	1	-400	1	2	2	1	2	428	1	
86	12	6	3	2	4	1	-400	1	2	2	1	2	346	1	
86	12	7	3	2	4	1	-400	1	2	1	0	2	480	1	
86	12	8	3	2	4	1	-400	1	4	1	1	4	390	1	
86	12	9	3	2	4	1	-400	1	4	1	1	4	353	1	
86	12	10	3	2	4	1	-400	1	1	3	1	2	372	0	
86	12	11	3	2	4	1	-400	1	4	1	1	1	487	0	
86	12	12	3	2	4	1	-400	1	2	2	1	3	395	0	
86	12	13	3	2	4	1	-400	1	3	4	1	3	529	1	
86	12	14	3	2	4	1	-400	1	2	2	1	2	447	1	
86	12	15	3	2	4	1	-400	1	1	3	1	1	348	1	
86	12	16	3	2	4	1	-400	1	3	4	1	3	553	1	
86	12	17	3	2	4	1	-400	1	3	4	1	3	399	1	
86	12	18	3	2	4	1	-400	1	1	3	1	2	583	0	
86	12	19	3	2	4	1	-400	1	2	3	0	3	557	0	
86	12	20	3	2	4	1	-400	1	3	4	1	3	454	1	
86	13	1	3	2	4	1	-400	1	4	1	1	4	608	1	
86	13	2	3	2	4	1	-400	1	1	1	0	1	598	1	
86	13	3	3	2	4	1	-400	1	2	2	1	2	564	1	
86	13	4	3	2	4	1	-400	1	1	3	1	1	657	1	
86	13	5	3	2	4	1	-400	1	3	4	1	4	458	0	
86	13	6	3	2	4	1	-400	1	2	4	0	2	672	1	
86	13	7	3	2	4	1	-400	1	1	3	1	1	452	1	
86	13	8	3	2	4	1	-400	1	2	2	1	2	587	1	
86	13	9	3	2	4	1	-400	1	3	4	1	3	438	1	
86	13	10	3	2	4	1	-400	1	1	3	1	1	430	1	
86	13	11	3	2	4	1	-400	1	2	2	1	2	425	1	
86	13	12	3	2	4	1	-400	1	1	4	0	1	496	1	
86	13	13	3	2	4	1	-400	1	2	2	1	2	440	1	
86	13	14	3	2	4	1	-400	1	3	4	1	3	562	1	
86	13	15	3	2	4	1	-400	1	3	4	1	3	390	1	
86	13	16	3	2	4	1	-400	1	4	3	0	4	471	1	
86	13	17	3	2	4	1	-400	1	3	4	1	3	474	1	
86	13	18	3	2	4	1	-400	1	2	2	1	2	397	1	
86	13	19	3	2	4	1	-400	1	4	1	1	4	541	1	
86	13	20	3	2	4	1	-400	1	3	4	1	3	472	1	
86	14	1	3	2	4	1	-400	1	1	4	0	1	421	1	
86	14	2	3	2	4	1	-400	1	1	3	1	1	402	1	
86	14	3	3	2	4	1	-400	1	1	3	1	1	383	1	
86	14	4	3	2	4	1	-400	1	4	1	1	4	378	1	
86	14	5	3	2	4	1	-400	1	1	3	1	1	528	1	
86	14	6	3	2	4	1	-400	1	1	3	1	1	320	1	
86	14	7	3	2	4	1	-400	1	3	4	1	3	673	1	
86	14	8	3	2	4	1	-400	1	4	1	1	4	370	1	
86	14	9	3	2	4	1	-400	1	3	2	0	1	368	0	
86	14	10	3	2	4	1	-400	1	4	1	1	4	418	1	
86	14	11	3	2	4	1	-400	1	1	3	1	1	470	1	
86	14	12	3	2	4	1	-400	1	4	1	1	3	457	0	
86	14	13	3	2	4	1	-400	1	2	2	1	2	422	1	
86	14	14	3	2	4	1	-400	1	4	1	1	4	331	1	
86	14	15	3	2	4	1	-400	1	2	2	1	2	469	1	
86	14	16	3	2	4	1	-400	1	1	3	1	1	395	1	
86	14	17	3	2	4	1	-400	1	4	1	1	4	257	1	
86	14	18	3	2	4	1	-400	1	2	2	1	2	386	1	
86	14	19	3	2	4	1	-400	1	3	4	1	3	280	1	
86	14	20	3	2	4	1	-400	1	2	2	1	2	316	1	
86	15	1	3	2	4	1	-400	1	2	2	1	2	205	1	
86	15	2	3	2	4	1	-400	1	4	1	1	4	184	1	
86	15	3	3	2	4	1	-400	1	1	4	0	3	419	0	
86	15	4	3	2	4	1	-400	1	2	2	1	2	288	1	
86	15	5	3	2	4	1	-400	1	4	1	1	4	274	1	
86	15	6	3	2	4	1	-400	1	3	4	1	3	283	1	
86	15	7	3	2	4	1	-400	1	1	3	1	1	246	1	
86	15	8	3	2	4	1	-400	1	3	4	1	3	126	1	
86	15	9	3	2	4	1	-400	1	4	1	1	4	-133	1	
86	15	10	3	2	4	1	-400	1	2	2	1	2	-112	1	
86	15	11	3	2	4	1	-400	1	1	2	0	2	251	0	
86	15	12	3	2	4	1	-400	1	1	3	1	1	284	1	
86	15	13	3	2	4	1	-400	1	2	2	1	2	212	1	
86	15	14	3	2	4	1	-400	1	1	3	1	1	180	1	
86	15	15	3	2	4	1	-400	1	3	4	1	3	-45	1	
86	15	16	3	2	4	1	-400	1	2	2	1	2	236	1	
86	15	17	3	2	4	1	-400	1	3	1	0	4	77	0	
86	15	18	3	2	4	1	-400	1	1	3	1	1	315	1	
86	15	19	3	2	4	1	-400	1	4	1	1	4	270	1	
86	15	20	3	2	4	1	-400	1	3	4	1	3	51	1	
86	16	1	3	2	4	1	-400	1	3	4	1	3	86	1	
86	16	2	3	2	4	1	-400	1	2	2	1	2	153	1	
86	16	3	3	2	4	1	-400	1	3	3	0	1	178	0	
86	16	4	3	2	4	1	-400	1	2	2	1	2	193	1	
86	16	5	3	2	4	1	-400	1	2	2	1	2	142	1	
86	16	6	3	2	4	1	-400	1	1	3	1	1	225	1	
86	16	7	3	2	4	1	-400	1	2	1	0	4	196	0	
86	16	8	3	2	4	1	-400	1	2	2	1	2	157	1	
86	16	9	3	2	4	1	-400	1	2	2	1	2	-2	1	
86	16	10	3	2	4	1	-400	1	4	2	0	2	-32	0	
86	16	11	3	2	4	1	-400	1	1	3	1	1	237	1	
86	16	12	3	2	4	1	-400	1	2	2	1	2	141	1	
86	16	13	3	2	4	1	-400	1	1	3	1	1	138	1	
86	16	14	3	2	4	1	-400	1	2	2	1	2	148	1	
86	16	15	3	2	4	1	-400	1	4	1	1	4	190	1	
86	16	16	3	2	4	1	-400	1	3	4	1	3	-77	1	
86	16	17	3	2	4	1	-400	1	2	2	1	2	36	1	
86	16	18	3	2	4	1	-400	1	3	4	1	3	61	1	
86	16	19	3	2	4	1	-400	1	3	4	1	3	84	1	
86	16	20	3	2	4	1	-400	1	2	2	1	3	-27	0	
